name,classification,frequency_female,frequency_male,frequency_total,ratio,names
ADALTO,M,66,27140,27206,0.9975740645445857,|ADAELTO|ADAILTO|ADALTO|ADAULTO|ADEILTO|ADELTO|ADILTO|
ADALVA,F,1219,33,1252,0.9736421725239617,|ADAILVA|ADALVA|ADEILVA|ADELVA|ADELVAR|ADILVA|
ADAIRA,F,186,0,186,1.0,|ADAIRA|ADIARA|
ADAIRES,F,174,116,290,0.6,|ADAIRES|
ADAIRO,M,0,61,61,1.0,|ADAIRO|
ADAIRSON,M,0,43,43,1.0,|ADAIRSON|
ADAIRTO,M,0,58,58,1.0,|ADAIRTO|
ADAIRTON,M,0,435,435,1.0,|ADAIRTON|
ADAISA,F,772,0,772,1.0,|ADAISA|ADAIZA|
ADAISE,F,404,0,404,1.0,|ADAISE|ADAIZE|
ADAISO,M,0,98,98,1.0,|ADAISO|ADAIZO|
ADAITO,M,0,146,146,1.0,|ADAITO|
ADAITON,M,0,1466,1466,1.0,|ADAITOM|ADAITON|
ADAIU,M,34,161,195,0.8256410256410256,|ADAIU|
ADAISIO,M,0,66,66,1.0,|ADAISIO|ADAIZIO|
ADALBERIO,M,0,46,46,1.0,|ADALBERIO|
ADALBERON,M,0,436,436,1.0,|ADALBEROM|ADALBERON|
ADALBERT,M,0,161,161,1.0,|ADALBERT|
ADALBERTA,F,141,0,141,1.0,|ADALBERTA|
ADALBERTO,M,151,48504,48655,0.9968965162881512,|ABALBERTO|ADALBERTO|ADALDERTO|ADELBERTO|ADILBERTO|ADLBERTO|ADOLBERTO|
ADALBETO,M,0,327,327,1.0,|ADALBETO|
ADELCI,F,909,904,1813,0.5013789299503585,|ADALCI|ADALCIR|ADALCY|ADELCI|ADELCIR|ADELCY|
ADELCIDES,M,0,149,149,1.0,|ADALCIDES|ADELCIDES|
ADILCILENE,F,113,0,113,1.0,|ADALCILENE|ADELCILENE|ADILCILENE|
ADELCIMAR,M,21,234,255,0.9176470588235294,|ADALCIMAR|ADELCIMAR|ADILCIMAR|
ADALCINA,F,678,0,678,1.0,|ADALCINA|ADELCINA|
ADALCINDA,F,37,0,37,1.0,|ADALCINDA|
ADALCINDO,M,0,49,49,1.0,|ADALCINDO|
ADALCINO,M,0,575,575,1.0,|ADALCINO|ADELCINO|
ADELCIO,M,0,3321,3321,1.0,|ADAELCIO|ADALCIO|ADELCIO|ADILCIO|ADULCIO|
ADALCIRA,F,81,0,81,1.0,|ADALCIRA|ADELCIRA|
ADILEA,F,211,0,211,1.0,|ADALEA|ADILEA|ADLEA|
ADALECIO,M,0,210,210,1.0,|ADALECIO|ADILECIO|
ADILEIA,F,1423,0,1423,1.0,|ADALEIA|ADELEIA|ADILEIA|ADLEIA|
ADILENA,F,181,0,181,1.0,|ADALENA|ADELENA|ADILENA|
ADALETE,F,139,0,139,1.0,|ADALETE|ADILETE|
ADALEX,M,0,26,26,1.0,|ADALEX|
ADOLFO,M,46,18505,18551,0.9975203493073149,|ADALFO|ADELFO|ADLFO|ADOLFO|ADOLPHO|
ADELFRAN,M,0,62,62,1.0,|ADALFRAN|ADELFRAN|
ADALFREDO,M,0,43,43,1.0,|ADALFREDO|
ADALGILSA,F,147,0,147,1.0,|ADALGILSA|ADALGILZA|
ADALGINA,F,45,0,45,1.0,|ADALGINA|
ADALGIR,M,0,34,34,1.0,|ADALGIR|
ADALGISA,F,14188,24,14212,0.9983112862369828,|ADALGISA|ADALGIZA|ADALJISA|ADALJIZA|
ADALGISIA,F,218,0,218,1.0,|ADALGISIA|ADALGIZIA|
ADALGISIO,M,0,260,260,1.0,|ADALGISIO|ADALGIZIO|ADELGISIO|
ADALGISO,M,0,517,517,1.0,|ADALGISO|ADALGIZO|
ADELIANA,F,544,0,544,1.0,|ADALIANA|ADELAINA|ADELIANA|ADILIANA|
ADELIDIO,M,0,185,185,1.0,|ADALIBIO|ADELIBIO|ADELIDIO|
ADELICI,F,165,0,165,1.0,|ADALICI|ADELICI|
ADELICIO,M,0,2251,2251,1.0,|ABELICIO|ADALICIO|ADELICIO|
ADELIDA,F,62,0,62,1.0,|ADALIDA|ADELIDA|
ADELIENE,F,114,0,114,1.0,|ADALIENE|ADELIENE|
ADALIPIO,M,0,46,46,1.0,|ADALIPIO|ADELIPIO|
ADELIRA,F,197,0,197,1.0,|ADALIRA|ADELIRA|
ADELIRIA,F,153,0,153,1.0,|ADALIRIA|ADELIRIA|
ADILIS,F,618,151,769,0.8036410923276983,|ADALIS|ADELIS|ADELIZ|ADILIS|ADLIZ|
ADELISA,F,346,0,346,1.0,|ADALISA|ADALIZA|ADELISA|ADELIZA|
ADELISIO,M,0,121,121,1.0,|ADALISIO|ADELISIO|ADELIZIO|
ADALIVIA,F,22,0,22,1.0,|ADALIVIA|
ADILLA,F,442,0,442,1.0,|ADALILA|ADALLA|ADILLA|ADLLA|ADYLLA|
ADELMARIO,M,0,333,333,1.0,|ADALMARIO|ADELMARIO|
ADALMIR,M,63,2254,2317,0.972809667673716,|ADALMI|ADALMIR|ADELMI|ADELMIR|
ADELMIRA,F,363,0,363,1.0,|ADALMIRA|ADELMIRA|
ADELMIRO,M,0,414,414,1.0,|ADALMIRO|ADELMIRO|
ADELMO,M,66,16695,16761,0.996062287453016,|ADAELMO|ADALMO|ADEILMO|ADELMO|ADIELMO|ADILMO|
ADALRI,M,0,194,194,1.0,|ADALRI|ADALRIR|
ADALTINO,M,0,137,137,1.0,|ADALTINO|ADELTINO|
ADALTIVA,F,321,0,321,1.0,|ADALTIVA|
ADALTIVO,M,0,46,46,1.0,|ADALTIVO|
ADALTRO,M,0,129,129,1.0,|ADALTRO|
ADELUCIA,F,409,0,409,1.0,|ADALUCIA|ADELUCIA|ADILUCIA|
ADELVAN,M,0,1085,1085,1.0,|ADALVAN|ADELVAM|ADELVAN|ADILVAN|
ADELVANE,M,24,62,86,0.7209302325581395,|ADALVANE|ADELVANE|
ADELVANI,F,158,57,215,0.7348837209302326,|ADALVANI|ADALVANIR|ADELVANI|ADELVANIR|
ADELVINA,F,455,0,455,1.0,|ADALVINA|ADELVINA|
ADELVINO,M,0,266,266,1.0,|ADALVINO|ADELVINO|
ADALVIR,M,0,23,23,1.0,|ADALVIR|
ADALVO,M,0,431,431,1.0,|ADALVO|ADELVO|ADILVO|ADOLVO|
ADELSINA,F,288,0,288,1.0,|ADALSINA|ADALZINA|ADELSINA|ADELZINA|
ADALZIRA,F,784,0,784,1.0,|ADALSIRA|ADALZIRA|ADELSIRA|ADELZIRA|
ADELZIRO,M,0,87,87,1.0,|ADALZIRO|ADELZIRO|
ADALZIZA,F,601,0,601,1.0,|ADALSISA|ADALSIZA|ADALZISA|ADALZIZA|
ADALZIZO,M,0,28,28,1.0,|ADALZIZO|
ADAM,M,122,5580,5702,0.9786039985969835,|ADAM|ADAN|ADANN|ADHAM|ADHAN|HADAM|HADAN|
ADAMAR,M,46,110,156,0.7051282051282052,|ADAMA|ADAMAR|
ADAMARA,F,29,0,29,1.0,|ADAMARA|
ADAMARES,F,60,0,60,1.0,|ADAMARES|
ADAMARIO,M,0,39,39,1.0,|ADAMARIO|
ADAMARIS,F,116,0,116,1.0,|ADAMARIS|
ADAMASIO,M,0,105,105,1.0,|ADAMASIO|ADAMAZIO|
ADAMASTOR,M,0,854,854,1.0,|ADAMASTOR|
ADAME,M,0,23,23,1.0,|ADAME|
ADAMES,M,0,138,138,1.0,|ADAMES|
ADAMIR,M,189,483,672,0.71875,|ADAMI|ADAMIR|ADAMY|
ADAMIL,M,0,61,61,1.0,|ADAMIL|
ADAMILSON,M,0,162,162,1.0,|ADAMILSON|
ADAMILTON,M,0,565,565,1.0,|ADAMILTOM|ADAMILTON|
ADAMIRES,F,32,0,32,1.0,|ADAMIRES|
ADAMIRO,M,0,26,26,1.0,|ADAMIRO|
ADAMIS,M,0,202,202,1.0,|ADAMIS|ADAMYS|
ADAMOR,M,0,1930,1930,1.0,|ADAMO|ADAMOR|
ADAMOS,M,0,30,30,1.0,|ADAMOS|
ADAMS,M,0,346,346,1.0,|ADAMS|
ADANA,F,71,0,71,1.0,|ADANA|
ADANIA,F,44,20,64,0.6875,|ADANAIR|ADANIA|
ADANE,F,67,0,67,1.0,|ADANE|
ADANEUZA,F,26,0,26,1.0,|ADANEUZA|
ADANIR,F,232,124,356,0.651685393258427,|ABANI|ABANIR|ADANI|ADANIR|ADANY|
ADANIEL,M,0,264,264,1.0,|ADANIEL|ADANIL|
ADANIELA,F,92,0,92,1.0,|ADANIELA|ADANILA|
ADANILDO,M,0,65,65,1.0,|ADANILDO|
ADANILO,M,0,130,130,1.0,|ADANILO|
ADANILSON,M,0,202,202,1.0,|ADANILSON|
ADANILTON,M,0,142,142,1.0,|ADANILTON|
ADANILZA,F,38,0,38,1.0,|ADANILZA|
ADANO,M,0,34,34,1.0,|ADANO|
ADANS,M,0,274,274,1.0,|ADANS|
ADANUBIA,F,21,0,21,1.0,|ADANUBIA|
ADAO,M,292,122130,122422,0.9976148077959844,|ABAAO|ABAO|ADAO|
ADAOZINHO,M,0,24,24,1.0,|ADAOZINHO|
ADARA,F,276,0,276,1.0,|ADARA|ADHARA|
ADARCI,F,195,83,278,0.7014388489208633,|ADARCI|ADARCIR|ADARCY|
ADARCINO,M,0,59,59,1.0,|ADARCINO|
ADARI,M,0,69,69,1.0,|ADARI|
ADARIA,F,57,0,57,1.0,|ADARIA|
ADARIAS,M,0,27,27,1.0,|ADARIAS|
ADARICO,M,0,24,24,1.0,|ADARICO|
ADARILDO,M,0,72,72,1.0,|ADARILDO|
ADARILSON,M,0,31,31,1.0,|ADARILSON|
ADARIO,M,0,304,304,1.0,|ADARIO|
ADARLAN,M,0,200,200,1.0,|ADARLAN|
ADARLI,M,33,73,106,0.6886792452830188,|ADARLEI|ADARLI|
ADARLENE,F,132,0,132,1.0,|ADARLENE|
ADARLETE,F,53,0,53,1.0,|ADARLETE|
ADAS,M,0,98,98,1.0,|ABAS|ADAS|
ADASIO,M,0,66,66,1.0,|ADASIO|ADAZIO|
HADASSA,F,3688,22,3710,0.9940700808625337,|ADASSA|ADHASSA|HADASSA|HADASSAH|
ADATIVA,F,40,0,40,1.0,|ADATIVA|
ADATIVO,M,0,36,36,1.0,|ADATIVO|
ADAUAN,M,0,22,22,1.0,|ADAUAN|
ADAUBERTO,M,0,329,329,1.0,|ADAUBERTO|
ADAUCTO,M,0,21,21,1.0,|ADAUCTO|
ADAURA,F,37,0,37,1.0,|ADAURA|
ADAURI,M,0,672,672,1.0,|ADAURI|ADAURY|
ADAUTA,F,103,0,103,1.0,|ADAUTA|
ADAUTO,M,0,6419,6419,1.0,|ADAUTO|
ADAUTON,M,0,218,218,1.0,|ADAUTON|
ADAVI,M,0,43,43,1.0,|ADAVI|
ADAVILSON,M,0,322,322,1.0,|ADAVILSOM|ADAVILSON|
ADAVIO,M,0,35,35,1.0,|ADAVIO|
ADAZIZA,F,40,0,40,1.0,|ADAZIZA|
ADBALDO,M,0,23,23,1.0,|ADBALDO|
ADCARLOS,M,0,52,52,1.0,|ADCARLOS|
ADCELIA,F,46,0,46,1.0,|ADCELIA|
ADCLEIA,F,37,0,37,1.0,|ADCLEIA|
ADDAN,M,0,112,112,1.0,|ABDAN|ADDAM|ADDAN|
ADDISON,M,0,80,80,1.0,|ADDISON|
ADDSON,M,0,80,80,1.0,|ADDSON|
ADEAN,M,0,140,140,1.0,|ADEAN|
ADEANA,F,32,0,32,1.0,|ADEANA|
ADEANE,F,435,0,435,1.0,|ADEANE|
ADEANGELA,F,22,0,22,1.0,|ADEANGELA|
ADEAR,M,27,37,64,0.578125,|ADEA|ADEAR|
ADEBALDO,M,0,634,634,1.0,|ADEBALDO|
ADEBORA,F,94,0,94,1.0,|ADEBORA|
ADEBRAIR,M,0,58,58,1.0,|ADEBRAIR|
ADECARLOS,M,0,76,76,1.0,|ADECARLOS|
ADECIR,M,406,840,1246,0.6741573033707865,|ABECI|ADECI|ADECIR|ADECY|
ADECIA,F,58,0,58,1.0,|ADECIA|
ADECILDA,F,103,0,103,1.0,|ADECILDA|
ADECILDO,M,0,85,85,1.0,|ADECILDO|
ADECILIA,F,51,20,71,0.7183098591549296,|ADECILIA|ADECLAIR|
ADECIMAR,M,0,29,29,1.0,|ADECIMAR|
ADECINA,F,53,0,53,1.0,|ADECINA|
ADECIVALDO,M,0,29,29,1.0,|ADECIVALDO|
ADECLEIA,F,29,0,29,1.0,|ADECLEIA|
ADEDINO,M,0,35,35,1.0,|ADEDINO|
ADEJAR,M,0,361,361,1.0,|ADEGAR|ADEJA|ADEJAR|
ADEGILDO,M,0,321,321,1.0,|ADEGILDO|ADEJALDO|ADEJILDO|
ADEGILSON,M,0,813,813,1.0,|ADEGILSOM|ADEGILSON|ADEJAILSON|ADEJILSON|
ADEGINA,F,23,0,23,1.0,|ADEGINA|
ADEGIR,M,0,29,29,1.0,|ADEGIR|
ADEGMAR,F,143,124,267,0.5355805243445693,|ADEGMAR|
ADEGUIMAR,F,64,48,112,0.5714285714285714,|ADEGUIMAR|
ADEIA,F,81,0,81,1.0,|ADEIA|
ADEIANA,F,23,0,23,1.0,|ADEIANA|
ADEIAS,M,0,36,36,1.0,|ADEIAS|
ADICE,F,72,0,72,1.0,|ADEICE|ADICE|
ADEIDE,F,443,190,633,0.6998420221169036,|ABIBE|ADEIDE|ADIBE|
ADEIDES,F,147,66,213,0.6901408450704225,|ADEIDES|
ADEILDON,M,0,397,397,1.0,|ADAILDON|ADEILDON|ADILDON|
ADIRES,F,68,20,88,0.7727272727272727,|ADEIRES|ADIRES|
ADIRSON,M,0,688,688,1.0,|ADEIRSON|ADIRSOM|ADIRSON|
ADEIRTON,M,0,93,93,1.0,|ADEIRTON|ADIRTON|
ADEISA,F,342,0,342,1.0,|ADEISA|ADEIZA|ADISA|ADIZA|
ADEISE,F,229,0,229,1.0,|ADEISE|ADEIZE|
ADISIO,M,0,165,165,1.0,|ADEISIO|ADISIO|ADIZIO|
ADEITA,F,38,0,38,1.0,|ADEITA|
ADEIUDA,F,56,0,56,1.0,|ADEIUDA|
ADEIUZA,F,109,0,109,1.0,|ADEIUSA|ADEIUZA|ADIUZA|
ADIVA,F,218,210,428,0.5093457943925234,|ADEIVA|ADIVA|ADIVAR|
ADEJACI,M,34,74,108,0.6851851851851852,|ADEJACI|ADEJACIR|
ADEJAILTON,M,0,57,57,1.0,|ADEJAILTON|
ADEJAIME,M,0,86,86,1.0,|ADEJAIME|
ADEJALMA,M,20,98,118,0.8305084745762712,|ADEJAILMA|ADEJALMA|
ADEJALMO,M,0,86,86,1.0,|ADEJALMO|
ADEJAMIR,M,0,30,30,1.0,|ADEJAMIR|
ADEJAN,M,0,68,68,1.0,|ADEJAN|
ADEJANE,F,366,73,439,0.8337129840546698,|ADEJANE|
ADEJANIR,F,58,58,116,0.5,|ADEJANI|ADEJANIR|
ADEJANIO,M,0,37,37,1.0,|ADEJANIO|
ADEJANIRA,F,124,0,124,1.0,|ADEJANIRA|
ADEJARDO,M,0,30,30,1.0,|ADEJARDO|
ADEJUNIOR,M,0,58,58,1.0,|ADEJUNIOR|
ADELACIR,F,73,0,73,1.0,|ADELACI|ADELACIR|
ADELADIA,F,139,0,139,1.0,|ADELADIA|
ADELADIO,M,0,336,336,1.0,|ADELADIO|
ADELAIDA,F,107,0,107,1.0,|ADELAIDA|
ADELAIDE,F,31988,470,32458,0.9855197485981885,|ADALAIDE|ADELAIDE|ADELAYDE|ADLAIDE|
ADELAIDES,F,109,0,109,1.0,|ADELAIDES|
ADELAIDIO,M,0,46,46,1.0,|ADELAIDIO|
ADELAIDO,M,0,227,227,1.0,|ADELAIDO|
ADILAN,M,0,446,446,1.0,|ADALAN|ADELAN|ADILAN|ADLAN|
ADELANA,F,123,0,123,1.0,|ADELANA|ADILANA|
ADELANDE,M,26,35,61,0.5737704918032787,|ADELANDE|
ADELANDIA,F,206,0,206,1.0,|ADELANDIA|ADILANDIA|
ADELANDIO,M,0,86,86,1.0,|ADELANDIO|
ADELANGE,F,51,0,51,1.0,|ADELANGE|
ADELANI,F,136,0,136,1.0,|ADELANI|ADELANIR|ADELANY|ADILANI|
ADELANIA,F,420,0,420,1.0,|ADELANIA|ADILANIA|ADLANIA|
ADELANIO,M,0,154,154,1.0,|ADELANIO|ADILANIO|
ADELANO,M,0,147,147,1.0,|ADELANO|
ADELARIO,M,0,133,133,1.0,|ADELARIO|
ADELAZIR,F,33,0,33,1.0,|ADELAZIR|
ADILCA,F,105,0,105,1.0,|ADELCA|ADILCA|
ADELCHI,M,0,32,32,1.0,|ADELCHI|
ADELCIA,F,217,0,217,1.0,|ADELCIA|ADILCIA|
ADELCIANE,F,82,0,82,1.0,|ADELCIANE|ADILCIANE|
ADELCIDIO,M,0,22,22,1.0,|ADELCIDIO|
ADELCIONE,M,0,46,46,1.0,|ADELCIONE|
ADELCO,M,0,309,309,1.0,|ADELCO|ADILCO|
ADELCON,M,0,89,89,1.0,|ADELCON|ADILCON|
ADILEIDE,F,607,0,607,1.0,|ADELEIDE|ADELIDE|ADILEIDE|ADLEIDE|
ADELELMO,M,0,22,22,1.0,|ADELELMO|
ADELEON,M,0,23,23,1.0,|ADELEON|
ADELERME,M,0,25,25,1.0,|ADELERME|
ADILES,F,1721,295,2016,0.8536706349206349,|ADELES|ADILES|ADYLES|
ADOLFINO,M,0,251,251,1.0,|ADELFINO|ADOLFINHO|ADOLFINO|
ADELGICIO,M,0,44,44,1.0,|ADELGICIO|
ADELHEID,F,33,0,33,1.0,|ADELHEID|
ADELIAN,F,23,23,46,0.5,|ADELIAN|
ADELIANO,M,0,110,110,1.0,|ADELIANO|
ADELIAS,M,0,69,69,1.0,|ADALIAS|ADELIAS|
ADELICA,F,93,0,93,1.0,|ADELICA|
ADELICO,M,0,80,80,1.0,|ADALICO|ADELICO|
ADELIDES,F,57,0,57,1.0,|ADELIDES|
ADELIDIA,F,160,0,160,1.0,|ADELIDIA|
ADELILSON,M,0,89,89,1.0,|ADELILSON|ADILELSON|
ADELIMAR,F,70,70,140,0.5,|ADELIMA|ADELIMAR|
ADELIN,M,0,23,23,1.0,|ADELIN|ADLIN|
ADELINDA,F,441,0,441,1.0,|ABELINDA|ADELINDA|
ADELINI,F,44,25,69,0.6376811594202898,|ADELINI|
ADELIRES,F,68,0,68,1.0,|ADELIRES|
ADELISE,F,347,0,347,1.0,|ADALISE|ADELISE|ADELIZE|
ADELIZIA,F,187,0,187,1.0,|ADELISIA|ADELIZIA|
ADELISON,M,0,141,141,1.0,|ADALISON|ADELISON|ADIELISON|
ADELITE,F,234,0,234,1.0,|ADELITE|
ADELITO,M,0,348,348,1.0,|ABELITO|ADELITO|
ADELITON,M,0,50,50,1.0,|ADELITON|
ADELLE,F,134,31,165,0.8121212121212121,|ADELLE|ADIELLE|ADLLER|
ADELLY,F,114,0,114,1.0,|ADELLI|ADELLY|ADIELLY|
ADELMAIR,F,25,0,25,1.0,|ADELMAIR|
ADELMAN,M,0,241,241,1.0,|ADELMAM|ADELMAN|
ADELMARA,F,125,0,125,1.0,|ADELMARA|ADILMARA|
ADELMARIA,F,42,0,42,1.0,|ADELMARIA|
ADELMON,M,0,56,56,1.0,|ADELMON|
ADELNA,F,58,0,58,1.0,|ADELNA|
ADELNICE,F,31,0,31,1.0,|ADELNICE|
ADELOIR,M,0,27,27,1.0,|ADELOIR|
ADILON,M,0,1780,1780,1.0,|ADAILON|ADEILON|ADELON|ADILOM|ADILON|ADLON|
ADELQUE,M,0,59,59,1.0,|ADELQUE|
ADELQUI,M,0,50,50,1.0,|ADELQUI|
ADELSIMAR,M,0,35,35,1.0,|ADELSIMAR|ADILSIMAR|
ADELSINO,M,0,151,151,1.0,|ADALSINO|ADELSINO|
ADELSIO,M,0,541,541,1.0,|ADELSIO|
ADELSSO,M,0,50,50,1.0,|ADELSSO|ADILSSO|
ADILSSON,M,0,772,772,1.0,|ADAILSSON|ADEILSSON|ADELSSOM|ADELSSON|ADILSSOM|ADILSSON|
ADALTINA,F,276,0,276,1.0,|ADALTINA|ADELTINA|
ADELUCIO,M,0,60,60,1.0,|ADELUCIO|
ADELURDES,F,85,0,85,1.0,|ADELURDES|
ADELUZIA,F,96,0,96,1.0,|ADELUSIA|ADELUZIA|
ADELVAIR,M,31,52,83,0.6265060240963856,|ADELVAIR|
ADELVANA,F,23,0,23,1.0,|ADELVANA|
ADELVANDO,M,0,118,118,1.0,|ADELVANDO|
ADELVANDRO,M,0,35,35,1.0,|ADELVANDRO|
ADELVANIA,F,263,0,263,1.0,|ADELVANIA|
ADELVANIO,M,0,138,138,1.0,|ADELVANIO|
ADELVANO,M,0,39,39,1.0,|ADELVANO|
ADELVIRA,F,48,0,48,1.0,|ADELVIRA|
ADELVITO,M,0,49,49,1.0,|ADELVITO|
ADELZITA,F,326,0,326,1.0,|ADELSITA|ADELSUITA|ADELZITA|ADELZUITA|
ADELZITO,M,0,35,35,1.0,|ADELZITO|
ADEN,M,0,123,123,1.0,|ADEM|ADEN|
ADEMAR,M,245,63700,63945,0.9961685823754789,|ADEMA|ADEMAR|ADHEMAR|HADEMAR|
ADEMACIO,M,0,56,56,1.0,|ADEMACIO|
ADEMACIR,M,0,45,45,1.0,|ADEMACIR|
ADEMILSON,M,69,23235,23304,0.9970391349124614,|ADEMAILSON|ADEMILSOM|ADEMILSON|ADEMLSON|
ADEMILTON,M,0,6867,6867,1.0,|ADEMAILTON|ADEMILTOM|ADEMILTON|ADEMLTON|
ADEMAIR,M,145,164,309,0.5307443365695793,|ADEMAIR|ADEMIA|
ADEMILDO,M,0,897,897,1.0,|ADEMALDO|ADEMILDO|
ADEMARA,F,209,0,209,1.0,|ADEMARA|
ADEMARCIA,F,39,0,39,1.0,|ADEMARCIA|
ADEMARCIO,M,0,123,123,1.0,|ADEMARCIO|
ADEMARCOS,M,0,51,51,1.0,|ADEMARCOS|
ADEMARIA,F,282,0,282,1.0,|ADEMARIA|
ADEMARINA,F,51,0,51,1.0,|ADEMARINA|
ADEMARINO,M,0,23,23,1.0,|ADEMARINO|
ADEMARIO,M,0,5100,5100,1.0,|ADEMARIO|
ADEMARO,M,0,260,260,1.0,|ADEMARO|
ADEMAS,M,0,26,26,1.0,|ADEMAS|
ADEMAURO,M,0,94,94,1.0,|ADEMAURO|
ADEMAX,M,0,25,25,1.0,|ADEMAX|
ADEMERSON,M,0,56,56,1.0,|ADEMERSON|
ADEMERVAL,M,0,45,45,1.0,|ADEMERVAL|
ADEMES,M,0,24,24,1.0,|ADEMES|
ADEMETRIO,M,0,27,27,1.0,|ADEMETRIO|
ADEMIR,M,736,123928,124664,0.9940961303985112,|ADEMI|ADEMIIR|ADEMIR|ADEMY|ADEMYR|ADHEMIR|
ADEMIAS,M,0,218,218,1.0,|ADEMIAS|
ADEMICIO,M,0,144,144,1.0,|ADEMICIO|
ADEMILA,F,43,0,43,1.0,|ADEMILA|
ADEMILCE,F,48,0,48,1.0,|ADEMILCE|
ADEMILDA,F,542,0,542,1.0,|ADEMILDA|
ADEMILDE,F,1615,85,1700,0.95,|ADEMILDE|
ADEMILDES,F,729,64,793,0.9192938209331651,|ADEMILDES|
ADEMILSA,F,282,0,282,1.0,|ADEMILSA|ADEMILZA|
ADEMILSE,F,27,0,27,1.0,|ADEMILSE|
ADEMILSO,M,0,602,602,1.0,|ADEMILSO|
ADEMILTA,F,48,0,48,1.0,|ADEMILTA|
ADEMILTO,M,0,524,524,1.0,|ADEMILTO|
ADEMIM,M,0,21,21,1.0,|ADEMIM|
ADEMIO,M,0,171,171,1.0,|ADEMIO|
ADEMIRA,F,310,0,310,1.0,|ADEMIRA|
ADEMIRDE,M,0,22,22,1.0,|ADEMIRDE|
ADEMIRDES,F,21,0,21,1.0,|ADEMIRDES|
ADEMIRES,M,20,22,42,0.5238095238095238,|ADEMIRES|
ADEMIRIO,M,0,38,38,1.0,|ADEMIRIO|
ADEMIRO,M,0,738,738,1.0,|ADEMIRO|
ADEMIRSO,M,0,37,37,1.0,|ADEMIRSO|
ADEMIRSON,M,0,95,95,1.0,|ADEMIRSON|
ADEMIRTON,M,0,21,21,1.0,|ADEMIRTON|
ADEMIS,M,0,78,78,1.0,|ADEMIS|
ADEMISIA,F,23,0,23,1.0,|ADEMISIA|
ADEMISIO,M,0,41,41,1.0,|ADEMISIO|
ADEMISON,M,0,352,352,1.0,|ADEMISOM|ADEMISON|
ADEMISSON,M,0,26,26,1.0,|ADEMISSON|
ADEMIVAL,M,0,34,34,1.0,|ADEMIVAL|
ADEMIVALDO,M,0,63,63,1.0,|ADEMIVALDO|
ADENAR,M,109,112,221,0.5067873303167421,|ADENA|ADENAR|
ADENALVA,F,256,0,256,1.0,|ADENALVA|ADENILVA|
ADENARA,F,21,0,21,1.0,|ADENARA|
ADENARIO,M,0,51,51,1.0,|ADENARIO|
ADENAUER,M,0,237,237,1.0,|ADENAUER|
ADENEIA,F,36,0,36,1.0,|ADENEIA|
ADENEIDE,F,273,0,273,1.0,|ADENEIDE|ADENIDE|
ADENES,M,32,119,151,0.7880794701986755,|ADENES|
ADENESIO,M,0,92,92,1.0,|ADENESIO|ADENEZIO|
ADENETE,F,29,0,29,1.0,|ADENETE|
ADENEVAL,M,0,44,44,1.0,|ADENEVAL|
ADENICE,F,2118,56,2174,0.9742410303587856,|ABENICE|ADENICE|
ADENICIA,F,124,0,124,1.0,|ADENICIA|
ADENILA,F,87,0,87,1.0,|ADENILA|ADENILHA|
ADENILCA,F,38,0,38,1.0,|ADENILCA|
ADENILCE,F,611,20,631,0.9683042789223455,|ADENILCE|
ADENILCIA,F,23,0,23,1.0,|ADENILCIA|
ADENILDA,F,3380,0,3380,1.0,|ABENILDA|ADENALDA|ADENILDA|ADENOALDA|
ADENILDON,M,0,80,80,1.0,|ADENILDON|
ADENILMA,F,275,0,275,1.0,|ADENILMA|
ADENILO,M,0,75,75,1.0,|ADENILO|
ADENILSE,F,532,21,553,0.9620253164556962,|ADENILSE|ADENILZE|
ADENILSO,M,0,1492,1492,1.0,|ADENILSO|ADENILZO|
ADENILTA,F,132,0,132,1.0,|ADENILTA|
ADENILTO,M,0,1009,1009,1.0,|ADENILTO|
ADENIO,M,0,224,224,1.0,|ADENIO|
ADENIRA,F,547,0,547,1.0,|ADENIRA|
ADENIRO,M,0,64,64,1.0,|ADENIRO|
ADENIRSON,M,0,31,31,1.0,|ADENIRSON|
ADENIS,M,279,636,915,0.6950819672131148,|ABENIS|ADENIS|ADENIZ|
ADENISE,F,2552,34,2586,0.9868522815158546,|ADENISE|ADENIZE|
ADENISIO,M,0,998,998,1.0,|ADENISIO|ADENIZIO|
ADENISO,M,0,44,44,1.0,|ADENISO|
ADENISSE,F,69,0,69,1.0,|ADENISSE|
ADENISSON,M,0,46,46,1.0,|ADENISSON|
ADENITO,M,0,111,111,1.0,|ABENITO|ADENITO|
ADENIVAL,M,0,79,79,1.0,|ADENIVAL|
ADENIVALDO,M,0,371,371,1.0,|ADENIVALDO|
ADENOIR,M,0,35,35,1.0,|ADENOIR|
ADENILIA,F,141,0,141,1.0,|ADENALIA|ADENILIA|ADENOLIA|
ADENORA,F,354,0,354,1.0,|ADENORA|
ADENOURA,F,34,0,34,1.0,|ADENOURA|
ADENUBIA,F,35,0,35,1.0,|ADENUBIA|
ADENUZIA,F,67,0,67,1.0,|ADENUSIA|ADENUZIA|
ADEODATA,F,22,0,22,1.0,|ADEODATA|
ADEODATO,M,0,207,207,1.0,|ADEODATO|
ADEON,M,0,197,197,1.0,|ADEON|
ADEONE,M,0,96,96,1.0,|ADEONE|
ADEONES,M,0,81,81,1.0,|ADEONES|
ADEONIS,M,0,40,40,1.0,|ADEONIS|
ADEOVALDO,M,0,33,33,1.0,|ADEOVALDO|
